Linea,Grupo,Tipo,Codigo,DETALLE,Costo	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E15,01852AZ,E 15 NO CONFORME,	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E15,01852B,Lamina-E15-15mm PROMOCION,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A5,01853A,Lamina-A5-5mm-Aluminizado (x25m),128,21227133302	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A5,01853AB,Lamina-A5-5mm-Aluminizado-Autoadhesivo (x25m),	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A5,01853ABZ,Lamina-A5-5mm-Aluminizado-Autoadhesivo NO CONFORME,	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A5,01853AC,Lamina-A5-5mm-Aluminizado PROMOCION,0	
Sin Linea,Laminas Aire Acondicionado, ,01853AD,Lamina-A5-5mm-Aluminizado (x25m)- FUERA DE NORMA,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A5,01853AZ,Lamina-A5-5mm-Aluminizado NO CONFORME,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU5,01853B,Lamina-Alu5-5mm Aluminio (x25m),432,799305829589	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU5,01853BA,Lamina-Alu5-5mm Alum. PROMOCION,0	
Sin Linea,Laminas Aire Acondicionado, ,01853BF,Lamina-Alu5-5mm Aluminio x 25m (Fuera de norma),0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU5,01853BL,Lamina-Alu5-5mm Aluminio Blanco,59,11	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU5,01853BZ,Lamina-Alu5-5mm Aluminio Blanco NO CONFORME,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU5,01853C,Lamina-Alu5-5mm Aluminio (m²),1,43	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A10,01854A,Lamina-A10-10mm-Aluminizado (x25m),325,487913888168	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A10,01854AB,Lamina-A10-10mm-Aluminizado AUTOADHESIVO,	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A10,01854ABZ,Lamina-A10-10mm-Aluminizado AUTOADHESIVO NO CONFORME,	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A10,01854AC,Lamina-A10-10mm-Aluminizado PROMOCION,0	
Sin Linea,Laminas Aire Acondicionado, ,01854AF,Lamina-A10-10mm-Aluminizado (Fuera de Norma),0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A10,01854AZ,Lamina-A10-10mm-Aluminizado NO CONFORME,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU10,01854B,Lamina-Alu10-10mm Aluminio (x25m),304,147731269132	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU10,01854BA,Lamina-Alu10-10mm Alum. PROMOCION,0	
Sin Linea,Laminas Aire Acondicionado, ,01854BF,Lamina-Alu10-10mm Aluminio x 25m (Fuera de norma),97,6501398337928	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU10,01854BL,Lamina-Alu10-10mm Aluminio Blanco,69,42	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU10,01854BZ,Lamina-Alu10-10mm Aluminio NO CONFORME,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU10,01854C,Lamina-Alu10-10mm Aluminio (m²),2,78891579579001	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A15,01855A,Lamina-A15-15mm-Aluminizado (x25m),396,402247645875	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A15,01855AB,Lamina-A15-15mm-Aluminizado PROMOCION,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A15,01855AZ,Lamina-A15-15mm-Aluminizado NO CONFORME,	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU15,01855B,Lamina-Alu15-15mm Aluminio (x25m),435,942403100497	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU15,01855BA,Lamina-Alu15-15mm Aluminio PROMOCION,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU15,01855BL,Lamina-Alu15-15mm Aluminio Blanco,	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU15,01855BZ,Lamina-Alu15-15mm Aluminio NO CONFORME,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU15,01855C,Lamina-Alu15-15mm Aluminio (m²),0,18	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA R10,01856A,Lamina-R10-10mm-C/Alum.Raf. (x25m),511,958712165564	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA R10,01856AB,Lamina-R10-10mm-C/Alum.Raf. PROMOCION (No Usar),	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA R10,01856AZ,Lamina-R10-10mm-C/Alum.Raf. NO CONFORME,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA R10,01856B,Lamina-R10-10mm PROMOCION,0	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA R20,01857A,Lamina-R20-20mm-C/Alum.Raf. (x25m),1755,40952250073	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA R20,01857AZ,Lamina-R20-20mm-C/Alum.Raf. NO CONFORME,	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA R15,01858A,Lamina-R15-15mm C/Alum. Raf. (x25m),1001,66564364146	
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU25,01860A,Lamina-ALU25-25mm Aluminio (m²),	
Sin Linea,Cilindros de Espuma,CILINDROS,01900A,CILINDRO 8 mm. x 1500 m,578,110766355354	
Sin Linea,SIN GRUPO, ,04900A,DEVOLUCION DE CILINDROS DE ESPUMA,	
Sin Linea,Cilindros de Espuma, ,01900AE,Cilindro Extrusión 8 mm,0,141498931593726	
Sin Linea,SIN GRUPO, ,04900B,BONIFICACIONES OBTENIDAS,	
Sin Linea,SIN GRUPO, ,04900C,AJUSTE POR DIF.CAMBIO (+),	
Sin Linea,Cilindros de Espuma,CILINDROS,01901A,CILINDRO 10 mm. x 1000 m,604,588809653178	
Sin Linea,Cilindros de Espuma, ,01901AE,Cilindro Extrusión 10 mm,0,343900559726236	
Sin Linea,Cilindros de Espuma,CILINDROS,01902A,CILINDRO 13 mm. x 650 m,78,3646046597698	
Sin Linea,Cilindros de Espuma, ,01902AE,Cilindro Extrusión 13 mm,0,199550856059262	
Sin Linea,Cilindros de Espuma,CILINDROS,01903A,CILINDRO 15 mm. x 430 m,431,490630271423	
Sin Linea,Cilindros de Espuma, ,01903AE,Cilindro Extrusión 15 mm,0,495097109433315	
Sin Linea,Cilindros de Espuma,CILINDROS,01904A,CILINDRO 20 mm. x 200 m,233,242117171791	
Sin Linea,Cilindros de Espuma, ,01904AE,Cilindro Extrusión 20 mm,0,393051530034711	
Sin Linea,Cilindros de Espuma,CILINDROS,01905A,CILINDRO 25 mm. x 145 m,214,634078633768	
Sin Linea,Cilindros de Espuma, ,01905AE,Cilindro Extrusión 25 mm,0,733369172063578	
Sin Linea,Cilindros de Espuma,CILINDROS,01906A,CILINDRO 30 mm. x 110 m,199,081814137957	
Sin Linea,Cilindros de Espuma, ,01906AE,Cilindro Extrusión 30 mm,1,32767032453934	
Sin Linea,Cilindros de Espuma,CILINDROS,01907A,CILINDRO 40mm.-75 tiras x 2m,104,992282014598	
Sin Linea,Cilindros de Espuma, ,01907AE,Cilindro Extrusión 40 mm,2,41094666518947	
Sin Linea,Cilindros de Espuma,TUBOS,01907B,Tubo16x40,4,54233636313752	
Sin Linea,Cilindros de Espuma, ,01907BE,Tubo16x40,0	
Sin Linea,Productos  Esp.,PERFIL,01908A,PERFIL PARA COLCHONETA CUADRADO,	
Sin Linea,Cilindros de Espuma,FLOTADOR,01908AE,FLOTADOR EXTRUSION AMARILLO-P/300,3,3150409030501	
Sin Linea,Cilindros de Espuma,FLOTADOR,01908BE,FLOTADOR EXTRUSION AZUL-P/300,1,96200653640917	
Sin Linea,Cilindros de Espuma,FLOTADOR,01908CE,FLOTADOR EXTRUSION VIOLETA-P/300,2,02155766251781	
Sin Linea,Cilindros de Espuma,FLOTADOR,01908DE,FLOTADOR EXTRUSION NARANJA-P/300,2,16467325922406	
Sin Linea,Cilindros de Espuma,FLOTADOR,01908EE,FLOTADOR EXTRUSION ROJO-P/300,1,90801606303768	
Sin Linea,Cilindros de Espuma,FLOTADOR,01908FE,FLOTADOR EXTRUSION VERDE-P/300,2,07975554928294	
Sin Linea,Cilindros de Espuma,FLOTADOR,01908GE,FLOTADOR EXTRUSION ROSADO-P/300,1,87006193739786	
Sin Linea,Cilindros de Espuma,FLOTADOR,01908HE,FLOTADOR EXTRUSION FAPEX P/300,1,2011534884984	
Sin Linea,Cilindros de Espuma,ARO LOCO,01909A,ARO LOCO EXTRUSION AMARILLO-P/100,	
Sin Linea,Cilindros de Espuma,ARO LOCO,01909B,ARO LOCO EXTRUSION AZUL-P/150,	
Sin Linea,Cilindros de Espuma,ARO LOCO,01909C,ARO LOCO EXTRUSION NARANJA-P/150,	
Sin Linea,Cilindros de Espuma,ARO LOCO,01909D,ARO LOCO EXTRUSION ROJO-P/150,	
Sin Linea,Cilindros de Espuma,ARO LOCO,01909E,ARO LOCO EXTRUSION VERDE-P/150,	
Sin Linea,Cilindros de Espuma,ARO LOCO,01909F,ARO LOCO EXTRUSION LILA-P/150,	
Sin Linea,Cilindros de Espuma, ,01909G,CILINDRO 70mm,	
Sin Linea,Cilindros de Espuma,ARO LOCO,01909H,ARO LOCO --TUBO 20X55 AMARILLO,	
Sin Linea,Cilindros de Espuma, ,01910AE,PERFIL COLCH.EXTRUSION AMARILLO-P/100,	
Sin Linea,Cilindros de Espuma, ,01910BE,PERFIL COLCH.EXTRUSION AZUL-P/100,	
Sin Linea,Cilindros de Espuma, ,01910DE,PERFIL COLCH.EXTRUSION ROJO-P/100,	
Sin Linea,Cilindros de Espuma, ,01910EE,PERFIL COLCH.EXTRUSION VERDE-P/100,	
Sin Linea,Cilindros de Espuma, ,01910FE,PERFIL COLCH.EXTRUSION VIOLETA-P/100,	
Sin Linea,Cilindros de Espuma, ,01910HE,PERFIL COLCH.EXTRUSION BLANCO-P/100,	
Sin Linea,Cilindros de Espuma, ,01911A,Barra Espuma 114x22mm (100x1.20m),92,32	
Sin Linea,Cilindros de Espuma, ,01911AE,Barra Espuma 114x22mm-EXTRUCION P/100,85,9	
Sin Linea,Cilindros de Espuma, ,01911B,Barra Espuma 125x22mm (100x1.20m),40,0220123602007	
Sin Linea,Cilindros de Espuma, ,01911BE,Barra espuma 125 x 22,1,16595390097433	
Sin Linea,Cilindros de Espuma,PERFIL,01912A,Perfil 25x35mm Gris (200 Tiras x 2m),326,010952112135	
Sin Linea,Cilindros de Espuma, ,01912AE,Perfil 25 x 35,0,911242060073963	
Sin Linea,Cilindros de Espuma,PERFIL,01912B,Perfil 30x45mm Celeste (75 Tiras x 2m),172,913989565963	
Sin Linea,Cilindros de Espuma,PERFIL,01912C,Perfil 40x40mm Blanco(120Tiras x 2m),42,53	
Sin Linea,Cilindros de Espuma,PERFIL,01912CE,Perfil 40x40mm Blanco,42,53	
Sin Linea,Cilindros de Espuma,PERFIL,01912D,Perfil Blanco 8/50-U6655-45 tiras x2m,164,644469384941	
Sin Linea,Cilindros de Espuma, ,01912DE,Perfil Blanco 8/50 ( U 6655) Extrusion,2,1599143059144	
Sin Linea,Cilindros de Espuma,CILINDROS,01913A,CILINDRO 44mm.-75 tiras x 2m,16,7960558023909	
Sin Linea,Cilindros de Espuma, ,01913AE,Cilindro Extrusión 44 mm,0	
Sin Linea,Productos  Esp.,FLOTADOR,01950A,Flotador Grande 90 x 1.65m,12,6341703617959	
Sin Linea,Productos  Esp.,FLOTADOR,01950AZ,Flotador Grande Bolsa x 90  NO CONFORME ,	
Sin Linea,Productos  Esp.,FLOTADOR,01950B,Flotador Grande 36 x 1.65m (BOLSA),0	
Sin Linea,Productos  Esp.,FLOTADOR,01950BC,Flotador Grande 36 x 1.65m (CAJA),163,801482969948	
Sin Linea,Productos  Esp.,FLOTADOR,01950BZ,FLOTADOR GRANDE 36 X 1.65M NO CONFORME,	
Sin Linea,Productos  Esp.,FLOTADOR,01950C,FLOTADOR CIRCULAR 45CM (X24 U),	
Sin Linea,Productos  Esp.,FLOTADOR,01950F,Flotador  36 x 1.60 m,69,012956909405	
Sin Linea,Productos  Esp., ,01951A,CANUTERO,	
Sin Linea,Productos  Esp., ,01952A,Clavos Autoadhesivos 1 1/4,	
Sin Linea,Productos  Esp., ,01953A,Clavos Autoadhesivos 2 1/2,	
Sin Linea,Productos  Esp., ,01954,Flip Stix,	
Sin Linea,Productos  Esp., ,01954A,Flip Stix,	
Sin Linea,Productos  Esp., ,01955A,Colchoneta Fin de Año,	
Sin Linea,Productos  Esp., ,01956A,Colchoneta Flotadora- Paq. x 6 unidades,	
Sin Linea,Productos  Esp., ,01957A,Caja de Folletos - Techos,0	
Sin Linea,Productos  Esp., ,01957AA,Caja de Folletos - Base para Alfombras,0	
Sin Linea,Productos  Esp., ,01957AB,Caja de Folletos - Aire Acondicionado,0	
Sin Linea,Productos  Esp., ,01957AC,Set Obsequio fin de año,	
Sin Linea,Productos  Esp., ,01957AD,Caja de Folletos - Exportacion,	
Sin Linea,Productos  Esp., ,01957AE,Caja de Folletos - KANETE,0	
Sin Linea,Productos  Esp., ,01957AM,Folleto Multicapa,	
Sin Linea,Productos  Esp., ,01957B,Exhibidor de Carton,	
Sin Linea,Productos  Esp., ,01957C,Productos de Reventa,	
Sin Linea,SIN GRUPO, ,04957CA,Productos de Reventa EXENTOS,	
Sin Linea,Productos  Esp., ,01957D,Exhibidor Fibrofacil Bajo Teja,	
Sin Linea,Productos  Esp., ,01957DA,Exhibidor Fibrofacil Base Alfombra,	
Sin Linea,Productos  Esp., ,01957DB,Banner Acoustic,0	
Sin Linea,Productos  Esp., ,01957DC,EXHIBIDOR DE TUBOS,	
Sin Linea,Productos  Esp., ,01957DD,Banner Multicapa,0	
Sin Linea,Productos  Esp., ,01957DE,Banner Doble Alu,0	
Sin Linea,Productos  Esp., ,01957DF,Banner Alu Fusion,0	
Sin Linea,Productos  Esp., ,01957E,Pistola de aire caliente Black & Decker 2000 W con accesorio,0	
Sin Linea,Productos  Esp., ,01957F,Refilador ISOLANT para Doble Alu con valija y accesorios,	
Sin Linea,Productos  Esp., ,01957FE,Refilador ISOLANT para Doble Alu 10- Economico,0	
Sin Linea,Productos  Esp.,6) KANETE de 5 mm.,01957K,Rollo Exhibidor KANETE Aislante Reflectivo,	
Sin Linea,Productos  Esp., ,01957M,Exhibidor Rollo MULTICAPA (En concep. de Comodato),0	
Sin Linea,Productos  Esp., ,01957MA,Exhibidor Rollo MULTICAPA-DOBLE ALU MATERIAL EN CONCEPTO DE COMODATO,0	
Sin Linea,Productos  Esp., ,01957MB,Exhibidor Rollo MULTICAPA con Back Light,	
Sin Linea,Productos  Esp., ,01957MM,Exhibidor Mostrador Multicapa,	
Sin Linea,Productos  Esp., ,01957PK,Panfletos Kaneté,	
Sin Linea,Productos  Esp., ,01957SK,Sobres-Bolsas Kanete,	
Sin Linea,Productos  Esp., ,01958A,CANUTERO,	
Sin Linea,Productos  Esp., ,01959A,ARO TUBO TRICOLOR X 18 U,	
Sin Linea,Productos  Esp., ,01959AZ,Aro Tubo Tricolor NO CONFORME,	
Sin Linea,Productos  Esp., ,01960A,Colch 10mm (1.8mx0.5mx20u),5,14	
Sin Linea,Productos  Esp., ,01960B,Colch 10mm Alum (1.8mx0.5mx20u),	
Sin Linea,Productos  Esp., ,01960C,Pilesoft-Base P/ Pileta de lona (8m x 1m),27,3632446168579	
Sin Linea,Productos  Esp.,7) RED,01960D,Red 6x6 alta resistencia (40mx1.20m),0,06	
Sin Linea,Productos  Esp.,7) RED,01960DA,Red 20x20 alta resistencia (100mx2m),643,405342257616	
Sin Linea,Productos  Esp., ,01960DB,Red 20x20 alta resistencia [Ancho 2 m] LARGO ESPECIAL,0,602518884188867	
Sin Linea,Productos  Esp., ,01960DC,Red 20x20 alta resistencia (100mx1m),110,889912707715	
Sin Linea,Productos  Esp., ,01960DD,Red 20x20 alta resistencia [Ancho 1 m] LARGO ESPECIAL,0,276081250224429	
Sin Linea,Productos  Esp.,7) RED,01960E,Red 20x20 alta resistencia,0	
Sin Linea,Productos  Esp.,4) COVERING,01960F,Covering - Rollo 30mx1m (Caja con 4 Rollos),2,53	
Sin Linea,Productos  Esp.,4) COVERING,01960FA,Covering - Rollo 30mx1m (Caja con 4 Rollos) Promoción,	
Sin Linea,Productos  Esp., ,01960G,PAREDES Y CIELORRASOS 5 mm. ( Bolsa por 20 mts. ),4,12161354133557	
Sin Linea,Productos  Esp., ,01960H,PAREDES Y CIELORRASOS 10 mm. ( Bolsa por 20 mts. ),7,67939817648615	
Sin Linea,Productos  Esp., ,01960I,PAREDES Y CIELORRASOS 15 mm. ( Bolsa por 20 mts. ),7,95844966988006	
Sin Linea,Productos  Esp., ,01961B,Barrenador Mediano x 6 Unidades,	
Sin Linea,Productos  Esp., ,01962A,PUFF MONTURAS AZUL/VERDE/AZUL,	
Sin Linea,Productos  Esp., ,01962B,PUFF MONTURAS AZUL/AMAR/AZUL,	
Sin Linea,Productos  Esp., ,01963A,PUFF FLOR LILAS,	
Sin Linea,Productos  Esp., ,01963B,PUFF FLOR FUCSIA,	
Sin Linea,Productos  Esp., ,01963C,PUFF FLOR AMARILLA,	
Sin Linea,Tubos de Espuma, ,01979B,Tubo 20x30 (Rollo x 50m),	
Sin Linea,SIN GRUPO, ,01999,MATERIALES VARIOS,	
Sin Linea,Espumas de Polietileno, ,01ACG,Kanete Azul Master Roll x 104mts (para venta),1,15161679057836	
,SIN GRUPO, ,01ANT,ANTICIPO DE CLIENTES,	
Sin Linea,SIN GRUPO, ,04ANTICIPOS,Anticipo de cliente,	
Sin Linea,SIN GRUPO, ,04ARTPROMO,ARTICULOS PROMOCION A CLIENTES,	
Sin Linea,SIN GRUPO, ,04ATEDESP,ATENCIONES PERSONAL DESPACHO,	
Sin Linea,SIN GRUPO, ,04C00001,PAPELES Y UTILES ADM.,0	
Sin Linea,SIN GRUPO, ,04C00002,PAPELES Y UTILES MKTG.,0	
Sin Linea,SIN GRUPO, ,04C00003,PAPELES Y UTILES FAB.,0	
Sin Linea,SIN GRUPO, ,04C00004,PAPELES Y UTILES / IMPRES. COMER.,0	
Sin Linea,SIN GRUPO, ,04C00005,MERIENDA FABRICA,	
Sin Linea,SIN GRUPO, ,04C00006,MERIENDA ADM.,	
Sin Linea,SIN GRUPO, ,04C00007,MERIENDA/COMIDA ETC. COMERC.,	
Sin Linea,SIN GRUPO, ,04C00008,MEDICAMENTOS ADM.,	
Sin Linea,SIN GRUPO, ,04C00009,MEDICAMENTOS FABRICA,	
Sin Linea,SIN GRUPO, ,04C00010,FRANQUEO Y COMUN. AL PERS. FAB.,	
Sin Linea,SIN GRUPO, ,04C00011,COMUNIC. AL PERSONAL ADM.,	
Sin Linea,SIN GRUPO, ,04C00012,FRANQUEO MKTG.,	
Sin Linea,SIN GRUPO, ,04C00013,ATENCIONES AL PERSONAL FAB.,	
Sin Linea,SIN GRUPO, ,04C00014,ATENCIONES AL PERSONAL MKT,	
Sin Linea,SIN GRUPO, ,04C00015,ATENCIONES AL PERSONAL ADM.,	
Sin Linea,SIN GRUPO, ,04C00016,ATENCIONES AL PERSONAL COMERC.,	
Sin Linea,SIN GRUPO, ,04C00017,HON. SERV. DE INGENIERIA FAB.,	
Sin Linea,SIN GRUPO, ,04C00018,HON. SERV. DE GESTORIA FAB.,	
Sin Linea,SIN GRUPO, ,04C00019,MANTENIMEINTO RODADOS MKT,	
Sin Linea,SIN GRUPO, ,04C00020,SERVICIOS MEDICOS FAB.,	
Sin Linea,SIN GRUPO, ,04C00021,SERVICIOS MEDICOS ADM.,	
Sin Linea,SIN GRUPO, ,04C00023,OTROS SERVICIOS TECNICOS FAB.,	
Sin Linea,SIN GRUPO, ,04C00024,ENERGIA ELECTRICA FAB.,	
Sin Linea,SIN GRUPO, ,04C00025,ENERGIA ELECTRICA ADM.,	
Sin Linea,SIN GRUPO, ,04C00026,GAS,	
Sin Linea,SIN GRUPO, ,04C00027,LINEAS TELEFONICAS FAB.,	
Sin Linea,SIN GRUPO, ,04C00028,LINEAS TELEFONICAS ADM.,	
Sin Linea,SIN GRUPO, ,04C00029,LINEAS TELEFONICAS COM.,	
Sin Linea,SIN GRUPO, ,04C00030,LINEAS TELEFONICAS MKT,	
Sin Linea,SIN GRUPO, ,04C00031,ENERGIA ELECTRICA COM.,	
Sin Linea,SIN GRUPO, ,04C00032,ENERGIA ELECTRICA MKT,	
Sin Linea,SIN GRUPO, ,04C00034,RODADOS COMERCIALIZACION,	
Sin Linea,SIN GRUPO, ,04C00035,VIGILANCIA PRIVADA FAB.,	
Sin Linea,SIN GRUPO, ,04C00041,MANTEN. MAQUINARIAS FAB.,0	
Sin Linea,SIN GRUPO, ,04C00042,EQUIPOS FAB.,0	
Sin Linea,SIN GRUPO, ,04C00043,MANTENIM. EQUIPOS ADM.,	
Sin Linea,SIN GRUPO, ,04C00044,EQUIPOS COMERCIALIZACION,	
Sin Linea,SIN GRUPO, ,04C00045,EQUIPOS MARKETING,	
Sin Linea,SIN GRUPO, ,04C00046,HERRAMIENTAS FAB.,	
Sin Linea,SIN GRUPO, ,04C00047,EDIFICIO E INSTALACIONES FAB.,0	
Sin Linea,SIN GRUPO, ,04C00048,MANTEN. EDIFICIO E INSTALACIONES ADM.,0	
Sin Linea,SIN GRUPO, ,04C00049,MUEBLES Y UTILES FAB.,	
Sin Linea,SIN GRUPO, ,04C00050,MANTEN. MUEBLES Y UTILES ADM.,	
Sin Linea,SIN GRUPO, ,04C00051,MUEBLES Y UTILES COM.,	
Sin Linea,SIN GRUPO, ,04C00052,MANTEN. RODADOS ADM.,	
Sin Linea,SIN GRUPO, ,04C00053,RODADOS Y MATERIAL RODANTE FAB,	
Sin Linea,SIN GRUPO, ,04C00054,MOLDES Y MATRICES FAB.,	
Sin Linea,SIN GRUPO, ,04C00055,LUBRICANTE P/MAQUINARIAS FAB.,	
Sin Linea,SIN GRUPO, ,04C00057,PC'S Y CALCULADORAS FAB.,	
Sin Linea,SIN GRUPO, ,04C00058,MANTEN. PC'S Y CALCULADORAS ADM.,	
Sin Linea,SIN GRUPO, ,04C00059,PC'S Y CALCULADORAS COM.,	
Sin Linea,SIN GRUPO, ,04C00060,MANTENIMIENTO DE PC'S Y CALCULADORAS MKT,	
Sin Linea,SIN GRUPO, ,04C00061,FLETES Y ACARREOS FAB.,	
Sin Linea,SIN GRUPO, ,04C00062,FLETES Y ACARREOS COM.,	
Sin Linea,SIN GRUPO, ,04C00063,ACARREO MATERIALES A FABRICA,	
Sin Linea,SIN GRUPO, ,04C00064,ALQUILER GALPON FABRICA,	
Sin Linea,SIN GRUPO, ,04C00067,ALQUILERES DEVENGADOS MARKETING,	
Sin Linea,SIN GRUPO, ,04C00068,EXPENSAS FAB.,	
Sin Linea,SIN GRUPO, ,04C00072,SEGURO C/INCENDIO FAB.,	
Sin Linea,SIN GRUPO, ,04C00076,MOVILIDAD FABRICA,0	
Sin Linea,SIN GRUPO, ,04C00077,GASTOS DE EMPAQUE FAB.,	
Sin Linea,SIN GRUPO, ,04C00078,PUB. Y SUSCRIPCIONES FAB.,	
Sin Linea,SIN GRUPO, ,04C00079,PUBLICACIONES Y SUSCRIPCIONES ADM.,	
Sin Linea,SIN GRUPO, ,04C00080,PUBLICACIONES Y SUSCRIPCIONES COM.,	
Sin Linea,SIN GRUPO, ,04C00081,DISEÑO P/PUBLICACIONES  (CLIENTES EXT.),	
Sin Linea,SIN GRUPO, ,04C00082,LIMPIEZA Y DESINFECCION FAB.,	
Sin Linea,SIN GRUPO, ,04C00083,LIMPIEZA Y DESINFECCION ADM.,	
Sin Linea,SIN GRUPO, ,04C00084,GASTOS VS. MENORES FAB.,	
Sin Linea,SIN GRUPO, ,04C00085,GASTOS VS. MENORES ADM.,	
Sin Linea,SIN GRUPO, ,04C00086,GASTOS VARIOS MENORES COM.,	
Sin Linea,SIN GRUPO, ,04C00087,GASTOS VARIOS MENORES COM.,	
Sin Linea,SIN GRUPO, ,04C00088,GASTOS VARIOS MARKETING,	
Sin Linea,SIN GRUPO, ,04C00089,ENSAYOS TECNICOS FAB.,0	
Sin Linea,SIN GRUPO, ,04C00090,CAPACITACION AL PERSONAL FAB.,	
Sin Linea,SIN GRUPO, ,04C00091,CAPACITACION AL PERSONAL ADM.,	
Sin Linea,SIN GRUPO, ,04C00092,CAPACITACION AL PERSONAL COM.,	
Sin Linea,SIN GRUPO, ,04C00093,CAPACITACION AL PERSONAL MKT,	
Sin Linea,SIN GRUPO, ,04C00095,GASTOS DE COMUNICACION FAB.,	
Sin Linea,SIN GRUPO, ,04C00096,GASTOS DE COMUNICACION ADM.,	
Sin Linea,SIN GRUPO, ,04C00097,SERV. DE INSTALACION Y CORTE,	
Sin Linea,SIN GRUPO, ,04C00098,TRANSP. MATERIALES DESECHADOS,	
Sin Linea,SIN GRUPO, ,04C00100,SUELDOS MARKETING,	
Sin Linea,SIN GRUPO, ,04C00103,CARGAS SOCIALES MARKETING,	
Sin Linea,SIN GRUPO, ,04C00110,ROPA DE TRABAJO ADM.,	
Sin Linea,SIN GRUPO, ,04C00111,ROPA DE TRABAJO FABRICA,	
Sin Linea,SIN GRUPO, ,04C00112,SUELDO PERSONAL DE 3ROS ADM.,	
Sin Linea,SIN GRUPO, ,04C00117,CONTABLES ADM.,	
Sin Linea,SIN GRUPO, ,04C00118,HON. SERV. ASESORIA LEGAL ADM.,	
Sin Linea,SIN GRUPO, ,04C00119,PSICOTECNICOS Y DE SALUD ADM.,	
Sin Linea,SIN GRUPO, ,04C00120,HONOR. SERV. COMPUTACION ADM.,	
Sin Linea,SIN GRUPO, ,04C00121,COMPUTACION COM.,	
Sin Linea,SIN GRUPO, ,04C00122,HON. P/OTROS SERV. TECN. ADM.,	
Sin Linea,SIN GRUPO, ,04C00123,HONORARIOS COM.,	
Sin Linea,SIN GRUPO, ,04C00124,HONORARIOS ASESOR TECNICO,	
Sin Linea,SIN GRUPO, ,04C00125,HONORARIOS ASESOR COMERCIAL,	
Sin Linea,SIN GRUPO, ,04C00126,HONORARIOS ASESORAMIENTO TECNICO MKT,	
Sin Linea,SIN GRUPO, ,04C00128,MOVILIDAD Y VIATICOS / VIAJES COM.,	
Sin Linea,SIN GRUPO, ,04C00129,MOVILIDAD Y VIATICOS / VIAJES ADM.,	
Sin Linea,SIN GRUPO, ,04C00130,VIATICOS / VIAJES MARKETING,	
Sin Linea,SIN GRUPO, ,04C00131,SEGUROS AUTOM. ADM.,	
Sin Linea,SIN GRUPO, ,04C00132,SEGUROS COM.,	
Sin Linea,SIN GRUPO, ,04C00133,SEGUROS MARKETING,	
Sin Linea,SIN GRUPO, ,04C00134,SERV. MENSAJERIA ADM.,0	
Sin Linea,SIN GRUPO, ,04C00135,FRANQUEO ADM.,	
Sin Linea,SIN GRUPO, ,04C00139,SINIESTROS COM.,	
Sin Linea,SIN GRUPO, ,04C00141,TASAS VARIAS,	
Sin Linea,SIN GRUPO, ,04C00149,COMISIONES COMERCIALES,	
Sin Linea,SIN GRUPO, ,04C00152,INSTALACION DE MEMBRANAS FEED BACK,0	
Sin Linea,SIN GRUPO, ,04C00154,INCOBRABILIDAD DE DEUDORES,	
Sin Linea,SIN GRUPO, ,04C00155,IMPUESTO A LOS INGRESOS BRUTOS,	
Sin Linea,SIN GRUPO, ,04C00156,EVALUACION RIESGO CREDITICIO,	
